text,nic_code,nic_label,division
we grow sugarcane,1140,Growing of sugar cane,Agriculture
we are into web design,62012,Web page designing,IT Services
we deal in we grind flour,10611,Flour milling,Manufacturing
we have a software development,62011,Writing and modifying computer programs,IT Services
our business is stock broker in india,66120,Security and commodity contracts brokerage,Finance
i do i run a rice mill as msme,10612,Rice milling,Manufacturing
granite quarrying,8102,Quarrying of granite,Mining
the company is engaged in paddy cultivation for local market,1121,Organic farming of basmati rice,Agriculture
i own a knife scissors making at home,25931,Manufacture of cutlery,Manufacturing
tax consultant,69202,Tax consultancy,Finance
ceramic tile manufacturing,23921,Manufacture of bricks,Manufacturing
our business is call centre bpo in my village,82200,Activities of call centres,IT Services
i run a bus transport service for export,49221,Long distance bus services,Transport
we deal in we produce eggs at home,1462,Production of eggs,Agriculture
i own a wooden furniture unit for local market,31001,Manufacture of furniture of wood,Manufacturing
our business is we make plastic bags in my village,22203,Manufacture of plastic articles for packing,Manufacturing
painting contractor,43303,Interior and exterior painting,Construction
cattle feed manufacturing for domestic market,10801,Manufacture of cattle feed,Manufacturing
we deal in cotton farming at home,1161,Growing of cotton,Agriculture
industry: prawn farming at home,3221,Fish farming in freshwater,Agriculture
cold storage warehouse for domestic market,52101,Warehousing of refrigerated goods,Transport
we are into tyre manufacturing,22111,Manufacture of rubber tyres for motor vehicles,Manufacturing
industry: sugarcane farming,1140,Growing of sugar cane,Agriculture
i own a juice shop as msme,56303,Fruit juice bars,Hospitality
our business is i am a tailor in my city,14105,Custom tailoring,Manufacturing
we are into chit fund,64910,Financial leasing,Finance
we do tyre manufacturing on small scale,22111,Manufacture of rubber tyres for motor vehicles,Manufacturing
business activity: furniture shop,47591,Retail sale of household furniture,Trade
i own a ayurvedic medicine making for local market,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
i am doing medicine pharmacy in my city,47721,Retail sale of pharmaceuticals,Trade
business activity: i make wooden furniture for local market,31001,Manufacture of furniture of wood,Manufacturing
i own a tea stall in my village,56302,Tea and coffee shops,Hospitality
my work is fashion designer,74101,Fashion design,Professional
i own a soap making in my village,20231,Manufacture of soap all forms,Manufacturing
accountant ca firm for export,69201,Accounting and auditing activities,Finance
embroidery work,13991,Embroidery work and making of laces,Manufacturing
we are into marble quarrying in my village,8101,Quarrying of marble,Mining
we deal in software development,62011,Writing and modifying computer programs,IT Services
we deal in iron and steel plant in my city,24101,Manufacture of pig iron,Manufacturing
my work is newspaper printing,18111,Printing of newspapers,Manufacturing
property dealer,68200,Real estate activities on fee basis,Real Estate
pcb printed circuit board,26104,Manufacture of printed circuit boards,Manufacturing
industry: iodized salt processing at home,10798,Processing of salt into food grade salt,Manufacturing
candle making in my city,20238,Manufacture of agarbatti and similar products,Manufacturing
rice milling unit as msme,10612,Rice milling,Manufacturing
i am doing bicycle repair for export,95291,Repair of bicycles,Services
this unit is involved in tin box can making in india,25992,Manufacture of containers tins and cans,Manufacturing
i own a bicycle manufacturing for domestic market,30921,Manufacture of bicycles,Manufacturing
i do car manufacturing in india,29101,Manufacture of passenger cars,Manufacturing
we have a surgical instrument making at home,32504,Manufacture of bone plates and syringes,Manufacturing
the company is engaged in i grow onions and tomatoes at home,1132,Growing of fruit-bearing vegetables,Agriculture
my work is jewellery shop,47733,Retail sale of jewellery,Trade
this unit is involved in iron and steel plant for export,24101,Manufacture of pig iron,Manufacturing
we deal in dentist on small scale,86202,Dental practice activities,Healthcare
we have a tea plantation for domestic market,1271,Growing of tea,Agriculture
my work is matchbox making in india,20291,Manufacture of matches,Manufacturing
this unit is involved in diamond cutting and polishing as msme,32112,Working of diamonds and precious stones,Manufacturing
cold storage warehouse for local market,52101,Warehousing of refrigerated goods,Transport
i do mango orchard at home,1221,Growing of mangoes,Agriculture
i am doing cargo handling for export,52241,Cargo handling for land transport,Transport
we dry and pack fish on small scale,10201,Sun-drying of fish,Manufacturing
hotel restaurant,55101,Hotels and motels providing lodging,Hospitality
my work is brassware manufacturing on small scale,25994,Manufacture of metal household articles,Manufacturing
our business is we weave cotton fabric,13121,Weaving of cotton fabrics,Manufacturing
we deal in i grow mangoes,1221,Growing of mangoes,Agriculture
business activity: hospital clinic for domestic market,86100,Hospital activities,Healthcare
this unit is involved in beauty parlour salon,96020,Hairdressing and other beauty treatment,Services
this unit is involved in online selling ecommerce for export,47912,Retail sale via e-commerce,Trade
my work is brick manufacturing at home,23921,Manufacture of bricks,Manufacturing
i am doing tea stall,56302,Tea and coffee shops,Hospitality
we deal in house construction in my village,41001,Construction of buildings,Construction
we deal in mobile phone manufacturing in my village,26305,Manufacture of pagers cellular phones,Manufacturing
we have a we grind flour as msme,10611,Flour milling,Manufacturing
we deal in we make bread and biscuits for local market,10712,Manufacture of biscuits and cakes,Manufacturing
we grind flour,10611,Flour milling,Manufacturing
i own a i make pickles in my city,10306,Manufacture of pickles and chutney,Manufacturing
business activity: fruit juice manufacturing in my city,10304,Manufacture of fruit juices,Manufacturing
we are into event catering for local market,56210,Event catering,Hospitality
i run a sugar manufacturing as msme,10721,Manufacture of sugar from sugarcane,Manufacturing
our business is mobile app development for local market,62011,Writing computer programs,IT Services
industry: we export organic basmati rice on small scale,1121,Organic farming of basmati rice,Agriculture
business activity: veterinary doctor for domestic market,75000,Veterinary activities,Professional
we are into lock and key making for export,25934,Manufacture of padlocks and locks,Manufacturing
we have a i make gold jewellery for export,32111,Manufacture of jewellery of gold silver,Manufacturing
this unit is involved in warehouse storage at home,52102,Warehousing non-refrigerated,Transport
i run a taxi cab service at home,49224,Taxi operation,Transport
granite quarrying for local market,8102,Quarrying of granite,Mining
industry: egg production farm as msme,1462,Production of eggs,Agriculture
i do printing press at home,18112,Printing of books and magazines,Manufacturing
